Age Range,Work Industry,Job title,"If your job title needs additional context, please clarify here:",Annual Salary,Additional monetary compensation,"If your income needs additional context, please provide it here:",State,City,years of professional work experience,years of professional work experience in field,highest level of education completed,Gender,Race
25-34,Recruitment or HR,HR Generalist,,39000,,,Pennsylvania,Lancaster,5-7 years,5-7 years,Some college,Woman,"Hispanic, Latino, or Spanish origin"
25-34,"Accounting, Banking & Finance",Audit Lead,Not public accounting,92000,9000,,Georgia,Atlanta,2-4 years,2-4 years,Master's degree,Woman,White
25-34,Computing or Tech,ELearning Content Developer,,50000,,,California,Escondido,8-10 years,5-7 years,Master's degree,Woman,White
55-64,Insurance,Product Manager,"Not for technology, for insurance products",140000,,,Texas,Dallas,21-30 years,21-30 years,College degree,Woman,White
25-34,"Marketing, Advertising & PR",Marketing strategist,,88800,10000,,Colorado,Denver,5-7 years,5-7 years,College degree,Woman,White
35-44,Government and Public Administration,City Research Scientist,Qualitative and Quantitative Research and Data Analysis,86000,0,,New York,New York,5-7 years,5-7 years,PhD,Woman,White
25-34,Media & Digital,Editor,,74000,,,New York,New York,5-7 years,5-7 years,Master's degree,Woman,White
35-44,Education (Primary/Secondary),"Teacher, elementary school",,63000,1000,,New York,Binghamton,11-20 years,11-20 years,Master's degree,Woman,White
25-34,Art & Design,Editor,,65300,0,,Massachusetts,Cambridge,8-10 years,8-10 years,College degree,Woman,White
45-54,Health care,"Senior Director, Workforce Management",,180000,40000,,Missouri,Saint Louis,21-30 years,5-7 years,Master's degree,Woman,White
55-64,Computing or Tech,"Director, Client Support",,50000,,,Maine,Lewiston,11-20 years,2-4 years,Some college,Woman,White
35-44,Insurance,Automotive Enthusiast Advisor,Licensed Insurance Sales Agent,39300,2500,,Michigan,Traverse,11-20 years,2-4 years,College degree,Woman,White
35-44,Hospitality & Events,Lead Instructional Desinger,,93000,,,Maryland,Columbia,8-10 years,11-20 years,Master's degree,Man,White
35-44,Computing or Tech,Senior IT Consultant,,114000,4000,,Ohio,Toledo,11-20 years,11-20 years,Master's degree,Woman,White
25-34,Nonprofits,Assistant Director of Education,,58500,300,,Massachusetts,Boston,8-10 years,5-7 years,Master's degree,Woman,White
35-44,Computing or Tech,Technical Writer,,110000,,,Oregon,Portland,11-20 years,2-4 years,Master's degree,Woman,White
35-44,"Accounting, Banking & Finance",Senior Bookkeeper,,54080,0,,Texas,San Antonio,11-20 years,11-20 years,College degree,Woman,White
45-54,Business or Consulting,Human Resources Director,,140000,12000,,Georgia,Atlanta,21-30 years,11-20 years,College degree,Woman,White
35-44,Recruitment or HR,Director of HR,,60000,,,Indiana,Valparaiso,11-20 years,11-20 years,College degree,Woman,White
18-24,Computing or Tech,Software Engineer II,,105000,0,,Massachusetts,Boston,2-4 years,2-4 years,College degree,Man,Middle Eastern or Northern African
35-44,Health care,Grant Offier,Grant writer in a medium-sized hospital philanthropy office,94640,0,,Oregon,Portland,11-20 years,11-20 years,Some college,Man,White
35-44,Computing or Tech,programmer,,84000,200000,,Oregon,Portland,21-30 years,21-30 years,College degree,Man,White
35-44,Utilities & Telecommunications,Communications Coordinator,,67000,0,,Georgia,Atlanta,11-20 years,11-20 years,College degree,Woman,White
25-34,Retail,Customer Experience Associate,Customer Experience Associate,53000,1000,,New York,New York,8-10 years,5-7 years,College degree,Woman,White
25-34,Retail,Store Manager,,45500,2000,,Kansas,Wichita,11-20 years,5-7 years,College degree,Woman,White
65 or over,Health care,Nurse Practitioner,,130000,6500,,California,San Francisco,41 years or more,41 years or more,Master's degree,Woman,White
25-34,Recruitment or HR,Onboarding Specialist,,78000,5000,,Minnesota,Minneapolis,8-10 years,8-10 years,College degree,Woman,"Hispanic, Latino, or Spanish origin, White"
25-34,Government and Public Administration,IT Support Specialist,,51000,,,Louisiana,Baton Rouge,5-7 years,2-4 years,College degree,Woman,White
35-44,Education (Higher Education),Clinical Assistant Professor,NonTT and non PhD,66000,0,11000 is summer teaching which is not always guaranteed,Georgia,Carrollton,11-20 years,2-4 years,Master's degree,Woman,White
55-64,Computing or Tech,Scrum Master,,110000,0,"Contractor, paid hourly, no PTO or medical benefits",Pennsylvania,Pittsburgh,31-40 years,11-20 years,Master's degree,Woman,White
35-44,Education (Higher Education),Associate Professor,Tenured,150000,0,This is what I'd make in 12 months however I'm only on a 10 month contract. The 2 months in the summer I'm responsible for finding external funding to cover my salary. If I don't then I go unpaid.,Maryland,Annapolis,8-10 years,5-7 years,PhD,Woman,White
25-34,"Marketing, Advertising & PR",Social Media Supervisor,,77000,2500,,Pennsylvania,Philadelphia,5-7 years,5-7 years,College degree,Woman,White
25-34,Government and Public Administration,Operations Branch Chief,I work in Finance for the Department of Defense.,105000,3000,,Ohio,Dayton,8-10 years,5-7 years,Master's degree,Woman,White
35-44,"Accounting, Banking & Finance",HR and Benefits Manager,,82500,,,South Carolina,Greenville,11-20 years,8-10 years,College degree,Woman,White
35-44,Education (Higher Education),medical librarian,,75000,,,Connecticut,Connecticut,11-20 years,5-7 years,Master's degree,Woman,White
35-44,Computing or Tech,Etl developer,,93000,0,,Kansas,Lenexa,5-7 years,5-7 years,College degree,Man,White
25-34,Recruitment or HR,HR Manager,,85000,8500,,Minnesota,Minneapolis,8-10 years,5-7 years,Master's degree,Woman,White
35-44,Engineering or Manufacturing,Project Manager Specialist,,165000,0,,Washington,Redmond,11-20 years,11-20 years,Master's degree,Woman,White
18-24,Nonprofits,Program Associate,,37000,1000,,District of Columbia,Washington,2-4 years,2-4 years,College degree,Woman,Another option not listed here or prefer not to answer
25-34,Law,Associate (Attorney),,305000,25000,,New York,New York,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Asian or Asian American
25-34,Social Work,Social Services Specialist,Child Welfare Caseworker,60000,3000,,Oregon,Portland,8-10 years,5-7 years,Master's degree,Woman,White
25-34,Computing or Tech,Financial analyst,,77500,4000,,Massachusetts,Boston,5-7 years,2-4 years,College degree,Man,White
35-44,"Accounting, Banking & Finance",Director,,241000,60000,,California,San Francisco,11-20 years,11-20 years,High School,Man,Latino
25-34,Nonprofits,Data Manager,,45000,0,,Louisiana,New Orleans,8-10 years,2-4 years,College degree,Woman,White
35-44,Computing or Tech,Cybersecurity Researcher,I manage ~50 reports who specialize in security research,165000,10000,,Maryland,Baltimore,11-20 years,8-10 years,Master's degree,Man,White
35-44,Education (Higher Education),"Assistant Director, Health Promotion",Health Promotion is one unit of larger student health services on university campus,72000,0,,New York,New York,11-20 years,11-20 years,Master's degree,Woman,White
45-54,"Accounting, Banking & Finance",Process Engineer,,150000,35000,,Arizona,Phoenix,21-30 years,11-20 years,Master's degree,Woman,White
35-44,"Accounting, Banking & Finance",VP Finance,,125000,25000,,Georgia,Atlanta,8-10 years,8-10 years,College degree,Woman,White
35-44,Government and Public Administration,GIS Technician,,106000,,,California,San Jose,5-7 years,5-7 years,PhD,Woman,White
25-34,Government and Public Administration,Analyst,,65332,0,,Michigan,Lansing,11-20 years,1 year or less,College degree,Woman,White
25-34,Nonprofits,Project Manager,Environmental Health,65818,1000,,Illinois,Chicago,5-7 years,5-7 years,College degree,Woman,White
35-44,"Accounting, Banking & Finance",Content strategist,,89000,10000,,North Carolina,Raleigh,21-30 years,11-20 years,College degree,Other or prefer not to answer,Another option not listed here or prefer not to answer
35-44,Publishing,Marketing Manager,,64000,400,,New York,New York,8-10 years,8-10 years,College degree,Woman,White
25-34,"Marketing, Advertising & PR",Copywriter,,50500,,,Virginia,Richmond,2-4 years,2-4 years,College degree,Woman,White
45-54,Utilities & Telecommunications,Senior Executive Assistant,,93000,7000,,Washington,Bellevue,31-40 years,21-30 years,Some college,Woman,White
35-44,Computing or Tech,Business Analyst,Technical Product Manager,95000,,,District of Columbia,Washington,8-10 years,2-4 years,College degree,Woman,Another option not listed here or prefer not to answer
25-34,"Marketing, Advertising & PR",Campaign Manager,,540000,,,Colorado,Denver,8-10 years,8-10 years,College degree,Woman,"Black or African American, Hispanic, Latino, or Spanish origin"
25-34,"Marketing, Advertising & PR","Senior Director, Sales",,18000,150000,I am on a salary + commission Structure,Illinois,Chicago,11-20 years,8-10 years,College degree,Woman,White
25-34,Computing or Tech,Staff Software Engineer,,195700,0,,Oregon,Portland,11-20 years,11-20 years,Master's degree,Man,White
25-34,Computing or Tech,Head of Product Management,,180000,36000,,Massachusetts,Boston,11-20 years,5-7 years,College degree,Woman,"Hispanic, Latino, or Spanish origin, White"
25-34,Computing or Tech,Account Executive,,60000,20000,,District of Columbia,Washington,5-7 years,2-4 years,College degree,Man,White
18-24,Sales,Inside Sales Support/Order Entry,,33280,0,,Tennessee,Knoxville,2-4 years,2-4 years,College degree,Non-binary,White
25-34,"Marketing, Advertising & PR",Marketing Strategy Manager,In commercial real estate industry,61000,4000,,Massachusetts,Needham,11-20 years,5-7 years,Some college,Woman,White
25-34,"Accounting, Banking & Finance",Paraprofessional,Junior accountant,42000,5000,,New York,Queensbury,2-4 years,5-7 years,Master's degree,Woman,White
35-44,"Marketing, Advertising & PR",Marketing Specialist,,63000,,,Michigan,Niles,11-20 years,8-10 years,Some college,Woman,White
35-44,Health care,Director of Strategy,Similar to Product Strategy/Product Marketing,168900,16896,Bonus reported is the target but can be lower,Pennsylvania,King Of Prussia,11-20 years,8-10 years,Master's degree,Woman,White
35-44,Health care,Senior data analyst,,97000,5000,Free healthcare,Georgia,Atlanta,11-20 years,8-10 years,PhD,Woman,White
45-54,Nonprofits,Volunteer Coordinator,,39520,,,Nevada,Reno,21-30 years,11-20 years,"Professional degree (MD, JD, etc.)",Woman,White
35-44,Property or Construction,Staff Accountant,,52000,,,Arkansas,Fayetteville,11-20 years,2-4 years,College degree,Woman,White
25-34,Property or Construction,Senior Engineer,,115000,,,Texas,Houston,8-10 years,8-10 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
35-44,Computing or Tech,Director of Data Science,,160000,,,Illinois,Chicago,8-10 years,5-7 years,PhD,Woman,"Asian or Asian American, White"
25-34,Law,Deputy City Attorney,,162000,0,,California,Los Angeles,8-10 years,8-10 years,"Professional degree (MD, JD, etc.)",Man,Middle Eastern or Northern African
35-44,Health care,"Director, Regulatory Affairs",Medical Devices,215000,53750,,Massachusetts,Boston,11-20 years,11-20 years,Master's degree,Woman,White
35-44,Government and Public Administration,Contract Specialist,,98827,0,,Virginia,Alexandria,11-20 years,11-20 years,College degree,Woman,White
25-34,Education (Higher Education),PhD Candidate,"I teach either as the primary instructor and as a teaching assistant, depending on the semester.",32000,,,Connecticut,New Haven,11-20 years,5-7 years,Master's degree,Woman,White
45-54,Computing or Tech,Lead QA Engineer,,121000,,,North Carolina,Raleigh,21-30 years,11-20 years,College degree,Man,White
18-24,"Marketing, Advertising & PR",Political Communications Fellow,Full-time political comms role with benefits but paid hourly,37440,0,,District of Columbia,Washington,2-4 years,2-4 years,College degree,Woman,White
25-34,Sales,Imaging Specalist,I sell and provide technical support for high end research equipment,55000,55000,I make commission on what we sell- average around 50k a year,Pennsylvania,Philadelphia,2-4 years,2-4 years,PhD,Woman,White
35-44,Engineering or Manufacturing,Senior Engineer,,97000,0,,Maryland,Annapolis,11-20 years,11-20 years,College degree,Woman,White
45-54,Nonprofits,Reference Librarian,,78000,0,,District of Columbia,Washington,21-30 years,21-30 years,Master's degree,Woman,White
35-44,Law Enforcement & Security,Investigator,Deputy sheriff,100000,5000,,Virginia,Leesburg,11-20 years,11-20 years,College degree,Woman,White
45-54,Computing or Tech,Infrastructure Engineer,,125000,0,Took a lower-paying job with less stress (e.g. no on-call),North Carolina,Raleigh,21-30 years,21-30 years,Some college,Man,White
45-54,Agriculture or Forestry,Farm Manager,,35880,2500,"Also provided with my housing, utilities, cable and internet. Pays for all my gas and a lot of repair on my vehicle which I use some for work. As it is a horse farm, when there is a horse I want and can ride I am able to do that. I am able to use the farm truck and horse trailer to haul to go places to ride. The farm also owns the majority of the tack that I use when riding. I am allowed pets. Because my employer also owns another company I have health insurance that they pay a small portion of and a retirement account that they match up to 3%. Some may not sound like a big deal in the corporate environment but for the horse business it’s not bad. Some of my bonus money is based on horses successfully having babies and then how many horses I get pregnant for the next year. This can really fluctuate depending on not only Mother Nature but the goals of the farm. In years past we had 15-20 babies a year. Right now we are at 4-6.",Georgia,Woodstock,31-40 years,21-30 years,College degree,Woman,White
25-34,Utilities & Telecommunications,Business Analyst,Business development,72000,8000,,Nevada,Reno,5-7 years,1 year or less,Master's degree,Woman,White
45-54,Recruitment or HR,Leave of Absence Specialist,,60000,4000,,Washington,Bellevue,21-30 years,11-20 years,College degree,Woman,"Black or African American, White"
25-34,Engineering or Manufacturing,Lab Manager,"Oversees R&D lab, not supervisory",80000,,,Massachusetts,Boston,8-10 years,5-7 years,College degree,Woman,White
